reference product,prod_category,prod_sub_category,ISIC_name,ISIC,CPC_name,CPC,code_EI
salicylic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]",34139,4a88d1c738d4d4a519cad0c246fac89a
1-naphthylacetic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,5dfbf9adc97eeabd2f50a026299cd2cb
3-methyl-1-butyl acetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,591a7c85009fd9752c8cedb77d8b47ea
acetoacetic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,c41fa22c7df414dc2294b763699556a7
adipic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,f37d1bd1a2134c8713f10c67635d752a
butyl acetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,b2194318e6b01a068b3917e9c7bafd80
chloropropionic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,16b95d33be2ff2880f454de0f69fed1c
citric acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,9b604a8a828d4ccfec3f2c15b53090fd
dioctyl adipate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,e45ea16846fe222be4adf3d7a2734747
dioctyl terephthalate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,d4f37d4a976cea02f5bf335d24c1956c
isobutyl acetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,a9e544f60d37d78992a7656e05cf6658
isopropyl acetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,858e7a59f76582108c00883e7669a91b
lactic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,59b28e8cfd659e9302f5dcb1d5081d9d
maleic anhydride,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,8be146586edc7581f33366578e39331f
methacrylic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,e6c3b54af7f434a1550ba3466bda9dc8
methyl acetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,0bb7ae8765ed6141521bb9b7a82c56fc
methyl acrylate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,42fd8ca6393ddc6b3fd2cec879aa4271
methyl formate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,e6180ece5706fbfdcedb69111c112ddc
oxalic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,8ff73561d1f9ef3f2641f3137ca57b79
phenyl acetic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,8047c7c411fe95aedc85cfaad7187c63
sodium chloroacetate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,087954b68253817bd4e382176999b15b
sodium formate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,87a8436bb87780a658d35d03ead5a6da
stearic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,fb8055833b49d0f46c49cac6a9edc103
succinic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […]",34140,fe0822a68ce66e7388528ff7150ea42e
2-nitroaniline,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,0444ad2e86f50fea29466bba84516a0f
"2,5-dimethylhexane-2,5-dihydroperoxide",Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,3fac8449d3f88f5ad2299a84d87e6805
acetonitrile,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,f1188308522a260e258b4990bb57f4ca
acrylonitrile,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,196b4eb105479ad55e6fddc07b531bbb
adiponitrile,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,6ece0daf5a75bd0c7ee526969fea9e98
aniline,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,14b02b733962eda669145f12b75b2147
anthranilic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,2021790cd6da7203ed7abc9e860e4f36
azodicarbonamide,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,3ae268532551b5f0c610cb24bcb89379
diethanolamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,40e26a4e09db7b3188a6e34877f15b98
dimethylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,d16d493ed8ab5c2992842201e8a894e5
dimethylaminopropylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,54f260a701805e58ac4bc3c6f300dd1f
dipropyl amine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,19009ada24bc0d331477cf5b74c5e6c7
ethylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,f68dde211e5ef383be5aad8b05ae2310
ethylenediamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,3b71b2ed3d723db5997437de07d8b03f
hexamethyldisilazane,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,02a2f5861b6e393c0a1f1148f7468ff4
"hexamethylene-1,6-diisoncyanate",Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,133c318e548b767a32685d034b3d2961
hexamethylenediamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,824dd2ded9c5fe1965ef216b9e0e2278
hydrazine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,a03efe6062d667f56a744d7e30ecf1f4
hydroxylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,c8f9b1275b37c76a044fbbe0ad6f6db2
ioxynil,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,96ef06f709037563470f8c46bc67fd51
isophorondiisocyante,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,87aa567b0d43916959a2a0bd990a5076
isopropylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,8f68389b4a0684865c6d8db7907bcf0c
lauric diethanolamide,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,b6e8428e13c3355a5c9f2e75e5a54cd6
methylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,037e2290c792d0dc41004e8e796017c1
monoethanolamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,ef3646f8b8d02400f99219b5c5758362
ortho-phenylene diamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,8a8298635457509a66fcd6d59cbd8859
para-phenylene diamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,9cdad85ef49adc36e34ae0d16b7b6e31
propyl amine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,6f62b4c3e00da586b30a7ba90d1f1801
tert-butyl amine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,f078beb1e3f28f198a4dd9449650742c
triethanolamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,40c722a2573da9f6ae43901f114437e7
triethyl amine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,cdf96cd8185b85bf30cc94c28eabe7f1
trimethylamine,Chemical,Chemical products,Manufacture of basic chemicals,2011," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,1a910d8755cc99d77e0e60960a47d66e
naphthalene sulfonic acid,Chemical,Chemical products,Manufacture of other chemical products n.e.c.,2029," Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]",34150,c53d2cd61986dd8abb0c628180762187
alpha-picoline,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,555038470a5ede9427209bb1f337188e
dimethyl sulfide,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,0893bc12ef7747502ddf8ee058721a5f
dimethyl sulfoxide,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,1da8d16534ca2659d8e18ff5cc289988
dimethyldichlorosilane,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,501240f0ef18eb13aa6294bb8e9a07c7
indolylbutyric acid,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,a3b61b5485f4b0b2a58d3097a131814b
methane sulfonic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,8a89ea7a609effde52d305f4619fd002
morpholine,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,86c9541d461db4c4a1f3a4f451924be2
trifluoroacetic acid,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,a28e1b66191df3d96941f7139fe2a468
trimethyl borate,Chemical,Chemical products,Manufacture of basic chemicals,2011, Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…],34160,367628e0f40cce694b35133cecdad983
1-methoxy-2-propanol,Chemical,Chemical products,Manufacture of basic chemicals,2011," Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]",34170,66957354802ad309613f77243b36d0df
4-methyl-2-pentanone,Chemical,Chemical products,Manufacture of basic chemicals,2011," Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]",34170,965cfa719fc3d7c36e875f515597e7f0
